file,trace,dataset,cache_size_mib,loh_mr,loh_bmr,loh_mr_runtime,loh_bmr_runtime,baseline_best_mr,baseline_best_mr_algo,baseline_best_bmr,baseline_best_bmr_algo,mr_gain_vs_best,bmr_gain_vs_best,matched_algo_count
tb_tencentBlock_19345.cachesim,tencentBlock_19345,tencentBlock,5.0,0.512463,0.654216,31.0,22.2,0.4143,ThreeLCache-BMR,0.6203,ThreeLCache-BMR,-0.23693700217233887,-0.05467676930517501,11
tb_tencentBlock_1935.cachesim,tencentBlock_1935,tencentBlock,8.0,0.31326,0.712697,18.7,14.9,0.3099,GDSF,0.7122,S3FIFO-0.1000-2,-0.010842207163601078,-0.0006978376860432037,11
tb_tencentBlock_19353.cachesim,tencentBlock_19353,tencentBlock,1.0,0.459246,0.645588,12.6,10.2,0.4596,GDSF,0.647,GDSF,0.0007702349869452153,0.0021823802163832592,11
tb_tencentBlock_19359.cachesim,tencentBlock_19359,tencentBlock,5.0,0.803189,0.848773,97.8,81.7,0.6932,ThreeLCache-BMR,0.8035,ThreeLCache-BMR,-0.15866849394114252,-0.05634474175482266,11
tb_tencentBlock_19361.cachesim,tencentBlock_19361,tencentBlock,8.0,0.606727,0.896876,50.4,47.0,0.6046,S3FIFO-0.1000-2,0.8551,S3FIFO-0.1000-2,-0.0035180284485610155,-0.04885510466612097,11
tb_tencentBlock_19370.cachesim,tencentBlock_19370,tencentBlock,0.9638671875,0.513771,0.68868,7.9,5.0,0.5127,Cacheus,0.6798,Cacheus,-0.0020889409011116307,-0.013062665489849955,12
tb_tencentBlock_19376.cachesim,tencentBlock_19376,tencentBlock,3.0,0.405008,0.492546,12.6,10.2,0.3819,ThreeLCache-BMR,0.4878,ThreeLCache-BMR,-0.06050798638387002,-0.009729397293972883,11
tb_tencentBlock_19381.cachesim,tencentBlock_19381,tencentBlock,0.6728515625,0.938397,0.979733,23.0,23.6,0.3542,Cacheus,0.4621,Cacheus,-1.649342179559571,-1.120175286734473,12
tb_tencentBlock_19388.cachesim,tencentBlock_19388,tencentBlock,1.0,0.332474,0.763124,9.5,8.7,0.3026,GDSF,0.7364,GDSF,-0.09872438863185728,-0.03629005975013575,12
tb_tencentBlock_1939.cachesim,tencentBlock_1939,tencentBlock,6.0,0.518725,0.923979,15.6,6.0,0.5136,GDSF,0.9176,ThreeLCache-BMR,-0.009978582554517225,-0.006951830863121212,11
tb_tencentBlock_19390.cachesim,tencentBlock_19390,tencentBlock,3.0,0.434915,0.632583,20.1,23.9,0.4401,ThreeLCache-BMR,0.622,LRB-BMR,0.011781413315155635,-0.01701446945337622,11
tb_tencentBlock_19391.cachesim,tencentBlock_19391,tencentBlock,0.5986328125,0.792347,0.386832,46.5,4.7,0.2052,ARC,0.3807,ARC,-2.8613401559454195,-0.016107171000788092,12
tb_tencentBlock_19396.cachesim,tencentBlock_19396,tencentBlock,3.0,0.480895,0.674359,9.1,8.4,0.4775,Cacheus,0.6694,Cacheus,-0.007109947643979135,-0.0074081266806095706,11
tb_tencentBlock_19400.cachesim,tencentBlock_19400,tencentBlock,3.0,0.435402,0.444857,18.0,15.4,0.4198,ThreeLCache-BMR,0.4155,ThreeLCache-BMR,-0.03716531681753217,-0.07065463297232256,11
tb_tencentBlock_19406.cachesim,tencentBlock_19406,tencentBlock,27.0,0.29743,0.420248,120.3,39.7,0.2057,WTinyLFU-w0.01-SLRU,0.3524,WTinyLFU-w0.01-SLRU,-0.44594069032571726,-0.19253121452894445,11
tb_tencentBlock_19410.cachesim,tencentBlock_19410,tencentBlock,4.0,0.48298,0.910473,34.0,19.1,0.3924,GDSF,0.8458,S3FIFO-0.1000-2,-0.2308358817533129,-0.076463703003074,11
tb_tencentBlock_19416.cachesim,tencentBlock_19416,tencentBlock,5.0,0.541817,0.5954,38.6,51.8,0.4894,ThreeLCache-BMR,0.2904,ThreeLCache-BMR,-0.10710461789946872,-1.0502754820936642,11
tb_tencentBlock_19419.cachesim,tencentBlock_19419,tencentBlock,1.0,0.361095,0.613252,12.3,6.6,0.3613,GDSF,0.6143,GDSF,0.0005673955161915603,0.0017060068370502001,11
tb_tencentBlock_19422.cachesim,tencentBlock_19422,tencentBlock,4.0,0.446586,0.48284,28.3,30.2,0.4223,ThreeLCache-BMR,0.4329,ThreeLCache-BMR,-0.0575088799431683,-0.11536151536151533,11
tb_tencentBlock_19424.cachesim,tencentBlock_19424,tencentBlock,5.0,0.459464,0.633278,13.9,15.4,0.4582,GDSF,0.6451,ThreeLCache-BMR,-0.002758620689655145,0.018325840954890715,11
tb_tencentBlock_1943.cachesim,tencentBlock_1943,tencentBlock,1.0,0.947938,0.979643,30.6,30.6,0.4613,Cacheus,0.6105,Cacheus,-1.054927379145892,-0.6046568386568386,11
tb_tencentBlock_19430.cachesim,tencentBlock_19430,tencentBlock,44.0,0.059394,0.429702,37.5,31.9,0.0658,GDSF,0.3369,GDSF,0.09735562310030388,-0.2754585930543188,11
tb_tencentBlock_19434.cachesim,tencentBlock_19434,tencentBlock,1.0,0.589615,0.675341,19.8,14.7,0.4803,GDSF,0.6344,GDSF,-0.22759733499895898,-0.06453499369482978,10
tb_tencentBlock_19439.cachesim,tencentBlock_19439,tencentBlock,10.0,0.420757,0.662184,36.6,38.8,0.3914,ThreeLCache-BMR,0.5261,ThreeLCache-BMR,-0.07500510986203364,-0.2586656529176962,11
tb_tencentBlock_19446.cachesim,tencentBlock_19446,tencentBlock,7.0,0.833257,0.952173,30.1,28.3,0.5924,GDSF,0.5886,GDSF,-0.4065783254557731,-0.617691131498471,11
tb_tencentBlock_19452.cachesim,tencentBlock_19452,tencentBlock,3.0,0.405478,0.644473,11.8,8.2,0.3858,LRB-BMR,0.6491,ThreeLCache-BMR,-0.05100570243649567,0.007128331535972959,11
tb_tencentBlock_19455.cachesim,tencentBlock_19455,tencentBlock,0.7421875,0.936464,0.978086,23.5,21.8,0.3405,Cacheus,0.4601,Cacheus,-1.750261380323054,-1.1258117800478158,12
tb_tencentBlock_19461.cachesim,tencentBlock_19461,tencentBlock,2.0,0.407758,0.581335,15.8,12.7,0.4044,ThreeLCache-BMR,0.5744,ThreeLCache-BMR,-0.00830365974282895,-0.012073467966573858,11
tb_tencentBlock_19466.cachesim,tencentBlock_19466,tencentBlock,3.0,0.326624,0.944368,7.1,6.6,0.2996,GDSF,0.7637,GDSF,-0.0902002670226971,-0.23656933350792186,12
tb_tencentBlock_19473.cachesim,tencentBlock_19473,tencentBlock,1.0,0.535453,0.680666,16.1,8.6,0.5347,Cacheus,0.6783,Cacheus,-0.0014082663175612562,-0.0034881320949432097,11
tb_tencentBlock_19474.cachesim,tencentBlock_19474,tencentBlock,0.861328125,0.81734,0.420322,31.7,3.6,0.199,GDSF,0.4232,S3FIFO-0.1000-2,-3.107236180904522,0.006800567107750584,11
tb_tencentBlock_19480.cachesim,tencentBlock_19480,tencentBlock,0.07421875,0.171887,0.225109,0.5,0.4,0.1719,LRU,0.2251,LRU,7.562536358339293e-05,-3.9982230119986676e-05,12
tb_tencentBlock_19486.cachesim,tencentBlock_19486,tencentBlock,1.0,0.497259,0.702924,11.1,9.9,0.4979,GDSF,0.6947,ThreeLCache-BMR,0.0012874071098614233,-0.01183820354109689,10
tb_tencentBlock_19490.cachesim,tencentBlock_19490,tencentBlock,2.0,0.645125,0.902584,41.4,8.2,0.2639,GDSF,0.8459,GDSF,-1.4445812807881768,-0.06701028490365299,12
tb_tencentBlock_19498.cachesim,tencentBlock_19498,tencentBlock,18.0,0.332554,0.771454,39.6,18.9,0.3306,LHD,0.7673,LHD,-0.0059104658197217524,-0.005413788609409606,11
tb_tencentBlock_19502.cachesim,tencentBlock_19502,tencentBlock,4.0,0.478628,0.637148,47.0,31.8,0.4194,ThreeLCache-BMR,0.621,ThreeLCache-BMR,-0.14122079160705772,-0.026003220611916348,11
tb_tencentBlock_19508.cachesim,tencentBlock_19508,tencentBlock,2.0,0.268679,0.922954,13.1,12.1,0.2461,GDSF,0.8574,GDSF,-0.09174725721251518,-0.07645672964777234,12
tb_tencentBlock_19516.cachesim,tencentBlock_19516,tencentBlock,3.0,0.786569,0.88587,31.7,31.6,0.4795,ThreeLCache-BMR,0.6118,ThreeLCache-BMR,-0.6403941605839416,-0.44797319385420076,11
tb_tencentBlock_1952.cachesim,tencentBlock_1952,tencentBlock,1.0,0.339114,0.60931,9.3,8.6,0.3423,S3FIFO-0.1000-2,0.5994,S3FIFO-0.1000-2,0.00930762489044688,-0.016533199866533156,12
tb_tencentBlock_19522.cachesim,tencentBlock_19522,tencentBlock,0.7451171875,0.642981,0.651644,6.4,5.6,0.4664,GDSF,0.5642,GDSF,-0.3786042024013723,-0.1549875930521091,12
tb_tencentBlock_19529.cachesim,tencentBlock_19529,tencentBlock,1.0,0.494021,0.72208,16.0,10.1,0.4979,GDSF,0.7239,GDSF,0.007790721028318982,0.002514159414283648,11
tb_tencentBlock_19538.cachesim,tencentBlock_19538,tencentBlock,5.0,0.45369,0.56359,26.1,40.1,0.4563,ThreeLCache-BMR,0.4969,ThreeLCache-BMR,0.005719921104536492,-0.134212115113705,11
tb_tencentBlock_19544.cachesim,tencentBlock_19544,tencentBlock,1.0,0.503368,0.680765,29.4,19.3,0.4305,GDSF,0.6612,GDSF,-0.16926364692218362,-0.029590139140955752,11
tb_tencentBlock_19553.cachesim,tencentBlock_19553,tencentBlock,1.0,0.47516,0.684623,11.9,10.0,0.4791,GDSF,0.6859,GDSF,0.008223752869964514,0.0018617874325703057,11
tb_tencentBlock_1956.cachesim,tencentBlock_1956,tencentBlock,1.0,0.555014,0.709477,18.4,11.4,0.5469,GDSF,0.7142,Cacheus,-0.014836350338270165,0.006612993559226998,11
tb_tencentBlock_19562.cachesim,tencentBlock_19562,tencentBlock,7.0,0.624098,0.54355,89.7,46.2,0.4266,ThreeLCache-BMR,0.4719,ThreeLCache-BMR,-0.4629582747304268,-0.15183301546937908,11
tb_tencentBlock_19571.cachesim,tencentBlock_19571,tencentBlock,5.0,0.316026,0.502968,37.9,28.4,0.2874,ThreeLCache-BMR,0.4656,ThreeLCache-BMR,-0.09960334029227552,-0.08025773195876279,11
tb_tencentBlock_19574.cachesim,tencentBlock_19574,tencentBlock,5.0,0.373366,0.551343,33.6,23.0,0.3603,LRB-BMR,0.523,ThreeLCache-BMR,-0.036264224257563045,-0.05419311663479925,11
tb_tencentBlock_19582.cachesim,tencentBlock_19582,tencentBlock,0.962890625,0.204175,0.849856,6.9,3.4,0.1999,GDSF,0.8447,ARC,-0.021385692846423218,-0.006103942228009872,12
tb_tencentBlock_19585.cachesim,tencentBlock_19585,tencentBlock,4.0,0.524373,0.706629,29.6,28.4,0.487,ThreeLCache-BMR,0.6281,ThreeLCache-BMR,-0.076741273100616,-0.12502626970227665,11
tb_tencentBlock_19586.cachesim,tencentBlock_19586,tencentBlock,1.0,0.542961,0.705357,18.3,11.7,0.5497,GDSF,0.6985,ThreeLCache-BMR,0.012259414225941314,-0.009816750178954906,11
tb_tencentBlock_19593.cachesim,tencentBlock_19593,tencentBlock,0.48828125,0.319465,0.357038,11.6,4.5,0.1988,ARC,0.3523,ARC,-0.6069668008048289,-0.013448765256883394,11
tb_tencentBlock_19594.cachesim,tencentBlock_19594,tencentBlock,8.0,0.497391,0.808841,13.3,10.2,0.4867,S3FIFO-0.1000-2,0.8101,S3FIFO-0.1000-2,-0.0219663036778303,0.001554129119861758,11
tb_tencentBlock_19596.cachesim,tencentBlock_19596,tencentBlock,1.0,0.543182,0.672532,16.4,14.6,0.5149,ThreeLCache-BMR,0.6598,ThreeLCache-BMR,-0.054927170324334876,-0.01929675659290689,11
tb_tencentBlock_19597.cachesim,tencentBlock_19597,tencentBlock,3.0,0.479767,0.625024,29.9,23.8,0.4166,ThreeLCache-BMR,0.5937,ThreeLCache-BMR,-0.15162506000960146,-0.05276065352871824,11
tb_tencentBlock_19599.cachesim,tencentBlock_19599,tencentBlock,6.0,0.411019,0.476335,21.3,41.8,0.3994,ThreeLCache-BMR,0.4253,ThreeLCache-BMR,-0.029091136705057703,-0.1199976487185516,11
tb_tencentBlock_19602.cachesim,tencentBlock_19602,tencentBlock,3.0,0.472268,0.673106,9.5,8.4,0.4701,Cacheus,0.6701,Cacheus,-0.0046117847266539105,-0.0044858976272197475,11
tb_tencentBlock_1961.cachesim,tencentBlock_1961,tencentBlock,1.0,0.559111,0.576973,29.9,22.1,0.5422,S3FIFO-0.1000-2,0.5517,LRB-BMR,-0.031189597934341586,-0.04580931665760375,12
tb_tencentBlock_19611.cachesim,tencentBlock_19611,tencentBlock,2.0,0.456441,0.637777,39.1,29.8,0.4606,ThreeLCache-BMR,0.6063,ThreeLCache-BMR,0.009029526704298792,-0.051916542965528764,11
tb_tencentBlock_19618.cachesim,tencentBlock_19618,tencentBlock,5.0,0.399735,0.622051,22.9,14.5,0.3275,S3FIFO-0.1000-2,0.6022,ThreeLCache-BMR,-0.22056488549618317,-0.03296413151776829,11
tb_tencentBlock_19623.cachesim,tencentBlock_19623,tencentBlock,12.0,0.802832,0.864948,211.7,106.5,0.5947,GDSF,0.7313,GDSF,-0.3499781402387758,-0.18275399972651457,11
tb_tencentBlock_19631.cachesim,tencentBlock_19631,tencentBlock,1.0,0.572823,0.745154,11.8,8.8,0.5642,ThreeLCache-BMR,0.7478,LRB-BMR,-0.01528358738036146,0.0035383792457876935,11
tb_tencentBlock_19640.cachesim,tencentBlock_19640,tencentBlock,5.0,0.435939,0.652063,16.8,13.4,0.4454,LRB-BMR,0.6451,ThreeLCache-BMR,0.021241580601706323,-0.01079367539916283,11
tb_tencentBlock_19645.cachesim,tencentBlock_19645,tencentBlock,1.0,0.460457,0.7244,7.6,6.7,0.4608,GDSF,0.7243,GDSF,0.0007443576388888503,-0.00013806433798148416,12
tb_tencentBlock_19648.cachesim,tencentBlock_19648,tencentBlock,5.0,0.351122,0.613193,15.7,20.2,0.3489,ThreeLCache-BMR,0.5635,ThreeLCache-BMR,-0.006368586987675557,-0.08818633540372668,11
tb_tencentBlock_19653.cachesim,tencentBlock_19653,tencentBlock,1.0,0.503651,0.694997,18.3,13.1,0.4842,GDSF,0.6783,GDSF,-0.040171416769929656,-0.024615951643815363,10
tb_tencentBlock_19662.cachesim,tencentBlock_19662,tencentBlock,0.70703125,0.818637,0.847578,4.6,3.9,0.4861,LHD,0.6842,LHD,-0.6840917506685867,-0.2387869044139141,11
tb_tencentBlock_19669.cachesim,tencentBlock_19669,tencentBlock,0.2021484375,0.804264,0.836839,0.5,0.9,0.5515,S3FIFO-0.1000-2,0.6555,S3FIFO-0.1000-2,-0.4583209428830462,-0.27664225781845925,12
tb_tencentBlock_19677.cachesim,tencentBlock_19677,tencentBlock,5.0,0.240312,0.662349,8.5,4.5,0.2265,GDSF,0.6601,ARC,-0.060980132450331084,-0.003407059536433791,11
tb_tencentBlock_1968.cachesim,tencentBlock_1968,tencentBlock,8.0,0.921786,0.966948,51.9,50.6,0.7703,GDSF,0.9075,WTinyLFU-w0.01-SLRU,-0.19665844476178115,-0.06550743801652899,11
tb_tencentBlock_19685.cachesim,tencentBlock_19685,tencentBlock,1.0,0.5306,0.67972,14.6,10.3,0.5339,GDSF,0.6779,ThreeLCache-BMR,0.006180932758943773,-0.0026847617642720813,11
tb_tencentBlock_19693.cachesim,tencentBlock_19693,tencentBlock,4.0,0.371628,0.58641,12.4,6.5,0.3663,ThreeLCache-BMR,0.584,ThreeLCache-BMR,-0.014545454545454544,-0.004126712328767163,11
tb_tencentBlock_19702.cachesim,tencentBlock_19702,tencentBlock,3.0,0.462762,0.853459,11.7,10.7,0.4624,GDSF,0.8468,ThreeLCache-BMR,-0.0007828719723184018,-0.007863722248464773,11
tb_tencentBlock_19708.cachesim,tencentBlock_19708,tencentBlock,3.0,0.549823,0.900452,17.1,9.0,0.5435,GDSF,0.9191,ARC,-0.011633854645814108,0.020289413556740285,11
tb_tencentBlock_19716.cachesim,tencentBlock_19716,tencentBlock,1.0,0.386066,0.632353,9.2,8.6,0.3857,ThreeLCache-BMR,0.6319,ThreeLCache-BMR,-0.0009489240342235752,-0.0007168855831619508,11
tb_tencentBlock_19718.cachesim,tencentBlock_19718,tencentBlock,6.0,0.423484,0.564874,34.6,18.7,0.3607,ThreeLCache-BMR,0.5486,ThreeLCache-BMR,-0.17406154699196008,-0.029664600802041582,11
tb_tencentBlock_19722.cachesim,tencentBlock_19722,tencentBlock,4.0,0.523067,0.724125,10.1,10.1,0.5214,Cacheus,0.716,ThreeLCache-BMR,-0.0031971614883006794,-0.011347765363128561,11
tb_tencentBlock_19728.cachesim,tencentBlock_19728,tencentBlock,178.0,0.341193,0.457245,417.6,378.3,0.3429,GDSF,0.4567,GDSF,0.004978127734033125,-0.001193343551565618,11
tb_tencentBlock_19731.cachesim,tencentBlock_19731,tencentBlock,3.0,0.266502,0.569952,17.1,8.5,0.2658,GDSF,0.5689,GDSF,-0.0026410835214448307,-0.0018491826331517895,11
tb_tencentBlock_19734.cachesim,tencentBlock_19734,tencentBlock,4.0,0.478936,0.66315,13.7,12.5,0.4794,ThreeLCache-BMR,0.6617,ThreeLCache-BMR,0.0009678765123070921,-0.0021913253740366667,11
tb_tencentBlock_19743.cachesim,tencentBlock_19743,tencentBlock,2.0,0.4652,0.618361,9.9,9.6,0.4704,Cacheus,0.622,Cacheus,0.011054421768707447,0.005850482315112457,11
tb_tencentBlock_19750.cachesim,tencentBlock_19750,tencentBlock,1.0,0.264673,0.535785,14.1,16.6,0.2639,ThreeLCache-BMR,0.5342,ThreeLCache-BMR,-0.0029291398256914287,-0.0029670535380006504,11
tb_tencentBlock_19759.cachesim,tencentBlock_19759,tencentBlock,3.0,0.503093,0.591086,10.4,10.0,0.487,S3FIFO-0.1000-2,0.5788,S3FIFO-0.1000-2,-0.03304517453798773,-0.021226675881133413,11
tb_tencentBlock_1976.cachesim,tencentBlock_1976,tencentBlock,180.0,0.333351,0.486897,455.9,385.7,0.324,GDSF,0.4529,GDSF,-0.028861111111111105,-0.07506513579156546,11
tb_tencentBlock_19763.cachesim,tencentBlock_19763,tencentBlock,0.541015625,0.707249,0.807175,6.0,4.7,0.7073,GDSF,0.8072,GDSF,7.210518874596812e-05,3.0971258672017785e-05,12
tb_tencentBlock_19771.cachesim,tencentBlock_19771,tencentBlock,1.0,0.49589,0.658539,14.2,9.7,0.4975,GDSF,0.6599,GDSF,0.003236180904522614,0.002062433702076158,11
tb_tencentBlock_19775.cachesim,tencentBlock_19775,tencentBlock,20.0,0.576026,0.891052,16.1,14.3,0.5729,GDSF,0.8889,Cacheus,-0.005456449642171537,-0.0024209697378781998,11
tb_tencentBlock_19776.cachesim,tencentBlock_19776,tencentBlock,4.0,0.418129,0.597481,28.2,24.5,0.4146,ThreeLCache-BMR,0.5575,ThreeLCache-BMR,-0.008511818620356847,-0.0717147982062781,11
tb_tencentBlock_19779.cachesim,tencentBlock_19779,tencentBlock,0.7021484375,0.597687,0.48822,10.8,2.7,0.2681,GDSF,0.4852,GDSF,-1.229343528534129,-0.00622423742786473,12
tb_tencentBlock_19784.cachesim,tencentBlock_19784,tencentBlock,3.0,0.457558,0.778038,16.8,8.0,0.4586,GDSF,0.777,GDSF,0.0022721325774094797,-0.0013359073359073144,11
tb_tencentBlock_19791.cachesim,tencentBlock_19791,tencentBlock,4.0,0.389161,0.621848,50.2,36.9,0.3702,ThreeLCache-BMR,0.5414,ThreeLCache-BMR,-0.05121826039978392,-0.1485925378647949,11
tb_tencentBlock_19792.cachesim,tencentBlock_19792,tencentBlock,14.0,0.509585,0.532384,66.0,48.5,0.4054,ThreeLCache-BMR,0.479,ThreeLCache-BMR,-0.25699309324124314,-0.11144885177453025,11
tb_tencentBlock_19793.cachesim,tencentBlock_19793,tencentBlock,5.0,0.277805,0.660592,9.4,6.6,0.2736,GDSF,0.6601,ARC,-0.015369152046783678,-0.0007453416149067367,11
tb_tencentBlock_19799.cachesim,tencentBlock_19799,tencentBlock,3.0,0.442983,0.627158,28.8,18.5,0.4334,LRB-BMR,0.5954,ThreeLCache-BMR,-0.022111213659437027,-0.05333893181054745,11
tb_tencentBlock_19804.cachesim,tencentBlock_19804,tencentBlock,2.0,0.705253,0.810588,10.3,17.1,0.6795,Cacheus,0.7216,ThreeLCache-BMR,-0.037899926416482745,-0.12332039911308197,11
tb_tencentBlock_19807.cachesim,tencentBlock_19807,tencentBlock,1.0,0.175839,0.341371,10.7,18.1,0.1752,LRB-BMR,0.3322,ThreeLCache-BMR,-0.0036472602739726066,-0.027606863335340112,11
tb_tencentBlock_1981.cachesim,tencentBlock_1981,tencentBlock,4.0,0.772316,0.888071,123.9,35.6,0.4955,WTinyLFU-w0.01-SLRU,0.8516,ARC,-0.5586599394550958,-0.04282644434006579,11
tb_tencentBlock_19814.cachesim,tencentBlock_19814,tencentBlock,1.0,0.457589,0.644845,14.1,11.1,0.4551,GDSF,0.6439,GDSF,-0.005469127664249657,-0.0014676191955272147,11
tb_tencentBlock_19823.cachesim,tencentBlock_19823,tencentBlock,8.0,0.619722,0.678022,68.8,55.5,0.5797,GDSF,0.6601,GDSF,-0.06903915818526825,-0.02715043175276472,11
tb_tencentBlock_19827.cachesim,tencentBlock_19827,tencentBlock,8.0,0.29536,0.53048,17.9,14.8,0.2894,S3FIFO-0.1000-2,0.5037,S3FIFO-0.1000-2,-0.020594333102971738,-0.05316656740123072,11
tb_tencentBlock_19834.cachesim,tencentBlock_19834,tencentBlock,2.0,0.396603,0.540553,10.6,8.5,0.4025,ThreeLCache-BMR,0.5439,ThreeLCache-BMR,0.014650931677018735,0.00615370472513348,11
tb_tencentBlock_19840.cachesim,tencentBlock_19840,tencentBlock,3.0,0.395685,0.577443,20.3,13.8,0.4055,LRB-BMR,0.5666,ThreeLCache-BMR,0.024204685573366257,-0.01913695728909292,11
tb_tencentBlock_19841.cachesim,tencentBlock_19841,tencentBlock,1.0,0.295736,0.377058,18.2,15.0,0.2857,ThreeLCache-BMR,0.3652,ThreeLCache-BMR,-0.035127756387819356,-0.03246987951807223,11
tb_tencentBlock_19846.cachesim,tencentBlock_19846,tencentBlock,15.0,0.848438,0.893833,122.4,65.3,0.6503,ThreeLCache-BMR,0.7678,ThreeLCache-BMR,-0.3046870675073044,-0.1641482156811669,11
tb_tencentBlock_1985.cachesim,tencentBlock_1985,tencentBlock,2.0,0.73677,0.716511,55.5,67.3,0.2686,GDSF,0.5593,GDSF,-1.7430007446016382,-0.28108528517790093,12
tb_tencentBlock_19850.cachesim,tencentBlock_19850,tencentBlock,2.0,0.399194,0.609091,11.3,17.5,0.4018,ThreeLCache-BMR,0.6081,ThreeLCache-BMR,0.006485813837730207,-0.0016296661733268792,11
tb_tencentBlock_19858.cachesim,tencentBlock_19858,tencentBlock,0.9521484375,0.423726,0.604913,14.6,11.3,0.4262,GDSF,0.6051,GDSF,0.0058047864852182815,0.0003090398281274785,11
tb_tencentBlock_19864.cachesim,tencentBlock_19864,tencentBlock,5.0,0.465911,0.531852,34.3,20.6,0.4281,ThreeLCache-BMR,0.4566,ThreeLCache-BMR,-0.08832282177061444,-0.16480946123521678,11
tb_tencentBlock_19873.cachesim,tencentBlock_19873,tencentBlock,73.0,0.25019,0.862822,16.3,18.4,0.244,LHD,0.8473,LRB-BMR,-0.025368852459016513,-0.018319367402336743,11
tb_tencentBlock_19879.cachesim,tencentBlock_19879,tencentBlock,0.9169921875,0.365662,0.57986,13.4,6.6,0.365,GDSF,0.5785,ThreeLCache-BMR,-0.0018136986301369752,-0.0023509075194468932,11
tb_tencentBlock_19886.cachesim,tencentBlock_19886,tencentBlock,2.0,0.5665,0.733962,18.2,16.6,0.4825,ThreeLCache-BMR,0.6188,ThreeLCache-BMR,-0.17409326424870472,-0.18610536522301224,11
tb_tencentBlock_19895.cachesim,tencentBlock_19895,tencentBlock,5.0,0.433142,0.541281,33.9,44.3,0.3807,ThreeLCache-BMR,0.459,ThreeLCache-BMR,-0.13775151037562397,-0.17926143790849672,11
tb_tencentBlock_19900.cachesim,tencentBlock_19900,tencentBlock,2.0,0.544147,0.717738,5.6,6.1,0.5405,Cacheus,0.7047,Cacheus,-0.006747456059204565,-0.018501489995742863,11
tb_tencentBlock_19903.cachesim,tencentBlock_19903,tencentBlock,0.990234375,0.769063,0.788323,64.2,40.6,0.1863,ThreeLCache-BMR,0.3968,ThreeLCache-BMR,-3.1280891035963503,-0.9867011088709678,12
tb_tencentBlock_19909.cachesim,tencentBlock_19909,tencentBlock,0.1826171875,0.567113,0.487049,18.9,1.1,0.2403,GDSF,0.5237,S3FIFO-0.1000-2,-1.360020807324178,0.06998472407867107,11
tb_tencentBlock_19918.cachesim,tencentBlock_19918,tencentBlock,0.2431640625,0.628073,0.690819,0.6,0.5,0.4593,GDSF,0.5539,GDSF,-0.3674569997822774,-0.24719082866943495,12
tb_tencentBlock_19922.cachesim,tencentBlock_19922,tencentBlock,71.0,0.472722,0.959922,8.6,8.8,0.4788,GDSF,0.9613,WTinyLFU-w0.01-SLRU,0.012694235588972489,0.001433475501924467,11
tb_tencentBlock_19926.cachesim,tencentBlock_19926,tencentBlock,2.0,0.624776,0.765588,16.1,9.7,0.6209,Cacheus,0.7646,Cacheus,-0.006242551135448527,-0.0012921789170809573,11
tb_tencentBlock_19932.cachesim,tencentBlock_19932,tencentBlock,2.0,0.419248,0.663784,7.6,7.4,0.4265,ThreeLCache-BMR,0.6645,ThreeLCache-BMR,0.01700351699882762,0.0010775018811135274,11
tb_tencentBlock_19936.cachesim,tencentBlock_19936,tencentBlock,3.0,0.54093,0.771578,6.8,5.8,0.5357,GDSF,0.739,ARC,-0.009762927011387097,-0.044083897158322054,11
tb_tencentBlock_1994.cachesim,tencentBlock_1994,tencentBlock,15.0,0.610308,0.794494,241.1,58.1,0.3457,GDSF,0.7868,S3FIFO-0.1000-2,-0.7654266705235752,-0.00977885104219621,11
tb_tencentBlock_19945.cachesim,tencentBlock_19945,tencentBlock,0.53515625,0.827958,0.549102,29.8,3.7,0.1845,S3FIFO-0.1000-2,0.5376,ARC,-3.4875772357723576,-0.02139508928571431,12
tb_tencentBlock_19952.cachesim,tencentBlock_19952,tencentBlock,4.0,0.503225,0.57556,43.2,32.5,0.4428,ThreeLCache-BMR,0.522,ThreeLCache-BMR,-0.13646115627822947,-0.10260536398467421,11
tb_tencentBlock_19958.cachesim,tencentBlock_19958,tencentBlock,5.0,0.476691,0.707921,21.2,22.8,0.4733,ThreeLCache-BMR,0.7022,ThreeLCache-BMR,-0.007164589055567246,-0.00814725149530045,11
tb_tencentBlock_19963.cachesim,tencentBlock_19963,tencentBlock,4.0,0.40962,0.658948,27.4,20.1,0.3748,ThreeLCache-BMR,0.5967,ThreeLCache-BMR,-0.09290288153681953,-0.10432042902631133,11
tb_tencentBlock_19965.cachesim,tencentBlock_19965,tencentBlock,2.0,0.60236,0.793992,4.9,6.7,0.5427,Cacheus,0.6855,Cacheus,-0.1099318223696334,-0.15826695842450772,11
tb_tencentBlock_19968.cachesim,tencentBlock_19968,tencentBlock,3.0,0.367678,0.546492,27.4,22.8,0.3223,LRB-BMR,0.5344,ThreeLCache-BMR,-0.140794291033199,-0.02262724550898202,11
tb_tencentBlock_19970.cachesim,tencentBlock_19970,tencentBlock,0.3046875,0.394343,0.592803,0.7,0.4,0.3918,Cacheus,0.5924,Cacheus,-0.006490556406329805,-0.0006802835921673382,12
tb_tencentBlock_19975.cachesim,tencentBlock_19975,tencentBlock,1.0,0.465628,0.647626,10.1,14.0,0.4723,GDSF,0.6535,GDSF,0.014126614439974617,0.008988523335883604,11
tb_tencentBlock_19980.cachesim,tencentBlock_19980,tencentBlock,4.0,0.630351,0.617077,79.2,24.9,0.4714,LHD,0.5364,ThreeLCache-BMR,-0.3371892235893085,-0.15040454884414617,11
