file,trace,dataset,cache_size_mib,loh_mr,loh_bmr,loh_mr_runtime,loh_bmr_runtime,baseline_best_mr,baseline_best_mr_algo,baseline_best_bmr,baseline_best_bmr_algo,mr_gain_vs_best,bmr_gain_vs_best,matched_algo_count
ab_alibabaBlock_218.cachesim,alibabaBlock_218,alibabaBlock,8.0,0.455,0.81739,7.7,11.5,0.4539,S3FIFO-0.1000-2,0.8121,S3FIFO-0.1000-2,-0.002423441286626988,-0.006513976111316224,12
ab_alibabaBlock_219.cachesim,alibabaBlock_219,alibabaBlock,25.0,0.285746,0.446645,257.7,188.6,0.2251,LHD,0.3628,LHD,-0.2694180364282541,-0.2311052921719956,12
ab_alibabaBlock_22.cachesim,alibabaBlock_22,alibabaBlock,368.0,0.745285,0.868255,654.5,418.1,0.7796,GLCache,0.8848,GLCache,0.0440161621344279,0.018699141048824627,12
ab_alibabaBlock_220.cachesim,alibabaBlock_220,alibabaBlock,731.0,0.91594,0.971565,404.9,422.7,0.9346,GLCache,0.9823,LRB-BMR,0.01996576075326344,0.010928433268858739,12
ab_alibabaBlock_221.cachesim,alibabaBlock_221,alibabaBlock,2048.0,0.820706,0.958829,704.1,706.7,0.8301,GLCache,0.9541,GLCache,0.011316708830261297,-0.004956503511162451,12
ab_alibabaBlock_222.cachesim,alibabaBlock_222,alibabaBlock,13.0,0.140586,0.477486,13.6,29.6,0.1388,ThreeLCache-BMR,0.4737,ThreeLCache-BMR,-0.012867435158501311,-0.007992400253324913,12
ab_alibabaBlock_223.cachesim,alibabaBlock_223,alibabaBlock,314.0,0.409489,0.932475,419.0,426.3,0.431,GLCache,0.9449,GDSF,0.04990951276102089,0.013149539633823589,12
ab_alibabaBlock_224.cachesim,alibabaBlock_224,alibabaBlock,2.0,0.147923,0.915378,4.1,36.3,0.1479,WTinyLFU-w0.01-SLRU,0.6502,WTinyLFU-w0.01-SLRU,-0.00015551048005405847,-0.4078406644109505,12
ab_alibabaBlock_226.cachesim,alibabaBlock_226,alibabaBlock,47.0,0.230948,0.64843,141.8,71.6,0.1819,LHD,0.6181,LHD,-0.2696426608026387,-0.049069729817181634,12
ab_alibabaBlock_227.cachesim,alibabaBlock_227,alibabaBlock,166.0,0.21357,0.794206,87.8,54.8,0.2118,GLCache,0.7758,GLCache,-0.008356940509915116,-0.023725186903841095,12
ab_alibabaBlock_228.cachesim,alibabaBlock_228,alibabaBlock,61.0,0.092146,0.322813,371.1,139.9,0.0714,LHD,0.3228,LRB-BMR,-0.29056022408963583,-4.0272614622183264e-05,12
ab_alibabaBlock_229.cachesim,alibabaBlock_229,alibabaBlock,1.0,0.486461,0.724342,10.2,19.2,0.4864,GDSF,0.7243,GDSF,-0.00012541118421048055,-5.7987021952211085e-05,12
ab_alibabaBlock_23.cachesim,alibabaBlock_23,alibabaBlock,25.0,0.288054,0.450321,259.2,144.0,0.2238,LHD,0.3739,LHD,-0.28710455764075055,-0.20438887403048947,12
ab_alibabaBlock_230.cachesim,alibabaBlock_230,alibabaBlock,2.0,0.386382,0.644625,7.1,11.6,0.3908,LRB-BMR,0.6366,LRB-BMR,0.011305015353121745,-0.012606032045240257,12
ab_alibabaBlock_231.cachesim,alibabaBlock_231,alibabaBlock,366.0,0.761708,0.861475,487.7,402.3,0.7872,GLCache,0.8883,WTinyLFU-w0.01-SLRU,0.03238313008130076,0.030198131261961036,12
ab_alibabaBlock_232.cachesim,alibabaBlock_232,alibabaBlock,365.0,0.112011,0.74424,82.1,83.6,0.1128,Sieve,0.7364,LRB-BMR,0.006994680851063813,-0.010646387832699562,12
ab_alibabaBlock_233.cachesim,alibabaBlock_233,alibabaBlock,1.0,0.493793,0.730423,8.9,18.0,0.4939,GDSF,0.7298,GDSF,0.00021664304515088832,-0.0008536585365854209,12
ab_alibabaBlock_234.cachesim,alibabaBlock_234,alibabaBlock,9.0,0.281621,0.512704,60.4,178.9,0.199,ARC,0.4168,ARC,-0.415180904522613,-0.23009596928982737,12
ab_alibabaBlock_235.cachesim,alibabaBlock_235,alibabaBlock,2.0,0.492531,0.720113,7.7,14.7,0.4933,GDSF,0.7117,GDSF,0.001558889114129373,-0.011820991991007453,12
ab_alibabaBlock_236.cachesim,alibabaBlock_236,alibabaBlock,12.0,0.190466,0.432961,152.3,63.1,0.1894,LHD,0.4286,LHD,-0.0056282998944032925,-0.010174988334111068,12
ab_alibabaBlock_237.cachesim,alibabaBlock_237,alibabaBlock,17.0,0.345892,0.706186,100.3,46.6,0.345,ThreeLCache-BMR,0.7027,LHD,-0.002585507246376823,-0.004960865234097039,12
ab_alibabaBlock_238.cachesim,alibabaBlock_238,alibabaBlock,2.0,0.576693,0.8973,26.4,110.6,0.5825,GDSF,0.77,ThreeLCache-BMR,0.009969098712446363,-0.1653246753246753,12
ab_alibabaBlock_239.cachesim,alibabaBlock_239,alibabaBlock,15.0,0.219044,0.495433,154.0,89.7,0.2113,ThreeLCache-BMR,0.4741,ThreeLCache-BMR,-0.03664931377188832,-0.044996836110525185,12
ab_alibabaBlock_24.cachesim,alibabaBlock_24,alibabaBlock,14.0,0.220322,0.526973,184.1,85.2,0.2153,ThreeLCache-BMR,0.5021,ThreeLCache-BMR,-0.023325592196934506,-0.049537940649273124,12
ab_alibabaBlock_240.cachesim,alibabaBlock_240,alibabaBlock,5.0,0.381797,0.810086,21.0,142.3,0.3081,ThreeLCache-BMR,0.5574,ThreeLCache-BMR,-0.23919831223628696,-0.45332974524578395,12
ab_alibabaBlock_241.cachesim,alibabaBlock_241,alibabaBlock,15.0,0.266806,0.463583,226.7,133.5,0.2458,LHD,0.4092,LHD,-0.08545972335231895,-0.13290078201368527,12
ab_alibabaBlock_242.cachesim,alibabaBlock_242,alibabaBlock,34.0,0.329669,0.624452,145.7,109.9,0.2967,LHD,0.5796,LHD,-0.1111189753960228,-0.07738440303657695,12
ab_alibabaBlock_243.cachesim,alibabaBlock_243,alibabaBlock,0.701171875,0.452016,0.653158,5.7,6.1,0.4582,S3FIFO-0.1000-2,0.6461,S3FIFO-0.1000-2,0.01349628982976871,-0.010924005571892909,12
ab_alibabaBlock_244.cachesim,alibabaBlock_244,alibabaBlock,31.0,0.386941,0.81214,10.2,15.7,0.3742,GLCache,0.7959,GLCache,-0.03404863709246393,-0.02040457343887413,12
ab_alibabaBlock_245.cachesim,alibabaBlock_245,alibabaBlock,0.283203125,0.632032,0.825125,0.4,0.6,0.6253,LHD,0.778,LHD,-0.010766032304493958,-0.06057197943444726,12
ab_alibabaBlock_246.cachesim,alibabaBlock_246,alibabaBlock,3.0,0.677784,0.943616,83.2,257.5,0.606,WTinyLFU-w0.01-SLRU,0.4899,S3FIFO-0.1000-2,-0.11845544554455457,-0.9261400285772606,12
ab_alibabaBlock_247.cachesim,alibabaBlock_247,alibabaBlock,11.0,0.21716,0.511484,33.8,69.8,0.1881,LRB-BMR,0.4783,ThreeLCache-BMR,-0.15449229133439663,-0.06937905080493424,12
ab_alibabaBlock_248.cachesim,alibabaBlock_248,alibabaBlock,371.0,0.744965,0.874404,619.3,437.5,0.7765,GLCache,0.8812,GLCache,0.04061171925305857,0.007712210621879283,12
ab_alibabaBlock_249.cachesim,alibabaBlock_249,alibabaBlock,1.0,0.478976,0.71914,8.6,18.3,0.4789,GDSF,0.719,GDSF,-0.00015869701399043746,-0.00019471488178029068,12
ab_alibabaBlock_25.cachesim,alibabaBlock_25,alibabaBlock,61.0,0.70143,0.832734,219.7,158.7,0.6878,ThreeLCache-BMR,0.7997,ThreeLCache-BMR,-0.01981680721139871,-0.04130799049643617,12
ab_alibabaBlock_250.cachesim,alibabaBlock_250,alibabaBlock,11.0,0.525603,0.785995,29.1,50.1,0.5204,GDSF,0.7859,GDSF,-0.009998078401229956,-0.00012088051914996338,12
ab_alibabaBlock_251.cachesim,alibabaBlock_251,alibabaBlock,14.0,0.231205,0.483358,200.0,107.8,0.232,ThreeLCache-BMR,0.4684,ThreeLCache-BMR,0.0034267241379311113,-0.03193424423569605,12
ab_alibabaBlock_252.cachesim,alibabaBlock_252,alibabaBlock,2.0,0.552562,0.879381,7.9,20.6,0.5501,S3FIFO-0.1000-2,0.8733,S3FIFO-0.1000-2,-0.0044755499000181135,-0.006963242871865342,12
ab_alibabaBlock_253.cachesim,alibabaBlock_253,alibabaBlock,0.873046875,0.503294,0.724877,4.9,7.6,0.5015,ARC,0.7253,ARC,-0.0035772681954139053,0.000583206948848685,12
ab_alibabaBlock_254.cachesim,alibabaBlock_254,alibabaBlock,366.0,0.7738,0.863359,537.7,436.8,0.7985,GLCache,0.8918,GLCache,0.030932999373825855,0.03189167974882266,12
ab_alibabaBlock_255.cachesim,alibabaBlock_255,alibabaBlock,5.0,0.501091,0.721756,7.7,12.7,0.5027,LRB-BMR,0.7261,ThreeLCache-BMR,0.0032007161328825987,0.005982647018317057,12
ab_alibabaBlock_256.cachesim,alibabaBlock_256,alibabaBlock,143.0,0.192021,0.677986,740.3,509.5,0.1675,LHD,0.6413,LHD,-0.14639402985074618,-0.057205675970684544,12
ab_alibabaBlock_257.cachesim,alibabaBlock_257,alibabaBlock,23.0,0.141744,0.406552,15.5,25.0,0.1392,LHD,0.3982,LHD,-0.01827586206896565,-0.020974384731290874,12
ab_alibabaBlock_258.cachesim,alibabaBlock_258,alibabaBlock,1.0,0.483427,0.724291,10.1,17.9,0.4847,GDSF,0.725,GDSF,0.002626366824840157,0.000977931034482703,12
ab_alibabaBlock_259.cachesim,alibabaBlock_259,alibabaBlock,7.0,0.242926,0.500542,46.1,102.2,0.1861,LRB-BMR,0.4323,LRB-BMR,-0.30535196131112313,-0.15785796900300722,12
ab_alibabaBlock_26.cachesim,alibabaBlock_26,alibabaBlock,439.0,0.631577,0.899402,1073.0,871.0,0.6367,LHD,0.9503,Sieve,0.008046175592900877,0.053559928443649374,12
ab_alibabaBlock_260.cachesim,alibabaBlock_260,alibabaBlock,24.0,0.492208,0.823565,8.6,15.4,0.4873,LHD,0.8174,GLCache,-0.01007182433818996,-0.007542206997797866,12
ab_alibabaBlock_261.cachesim,alibabaBlock_261,alibabaBlock,815.0,0.788569,0.974599,285.0,279.9,0.7535,GDSF,0.9833,GDSF,-0.046541473125414755,0.00884877453472995,12
ab_alibabaBlock_262.cachesim,alibabaBlock_262,alibabaBlock,14.0,0.102346,0.21407,240.9,135.9,0.0982,LHD,0.1997,LHD,-0.042219959266802554,-0.07195793690535815,12
ab_alibabaBlock_263.cachesim,alibabaBlock_263,alibabaBlock,28.0,0.40141,0.735968,208.4,148.1,0.3857,LHD,0.6994,LHD,-0.04073113819030335,-0.052284815556190925,12
ab_alibabaBlock_264.cachesim,alibabaBlock_264,alibabaBlock,26.0,0.309348,0.570196,113.8,75.5,0.2863,LHD,0.5509,LHD,-0.08050296891372691,-0.03502632056634615,12
ab_alibabaBlock_265.cachesim,alibabaBlock_265,alibabaBlock,33.0,0.59304,0.877502,66.6,232.6,0.5514,LHD,0.8404,LHD,-0.07551686615886835,-0.044148024750118954,12
ab_alibabaBlock_266.cachesim,alibabaBlock_266,alibabaBlock,6.0,0.444075,0.522475,25.8,29.2,0.3276,ThreeLCache-BMR,0.515,ThreeLCache-BMR,-0.355540293040293,-0.014514563106796134,12
ab_alibabaBlock_267.cachesim,alibabaBlock_267,alibabaBlock,0.5654296875,0.477349,0.729228,8.1,14.8,0.4821,GDSF,0.6991,S3FIFO-0.1000-2,0.009854801908317673,-0.043095408382205595,12
ab_alibabaBlock_268.cachesim,alibabaBlock_268,alibabaBlock,1.0,0.213683,0.75672,1.0,1.2,0.208,WTinyLFU-w0.01-SLRU,0.7441,WTinyLFU-w0.01-SLRU,-0.02732211538461549,-0.016960086009944853,11
ab_alibabaBlock_269.cachesim,alibabaBlock_269,alibabaBlock,29.0,0.369437,0.662236,201.1,195.1,0.3728,GDSF,0.6582,ThreeLCache-BMR,0.009020922746781129,-0.0061318748100881795,12
ab_alibabaBlock_27.cachesim,alibabaBlock_27,alibabaBlock,378.0,0.751157,0.867719,562.2,438.6,0.7765,GLCache,0.8792,GLCache,0.03263747585318739,0.013058462238398502,12
ab_alibabaBlock_270.cachesim,alibabaBlock_270,alibabaBlock,2.0,0.188947,0.702138,3.0,4.7,0.1819,WTinyLFU-w0.01-SLRU,0.6924,LRB-BMR,-0.03874106652006595,-0.014064124783362253,11
ab_alibabaBlock_271.cachesim,alibabaBlock_271,alibabaBlock,16.0,0.585755,0.838363,30.9,69.6,0.5639,WTinyLFU-w0.01-SLRU,0.7695,WTinyLFU-w0.01-SLRU,-0.03875687178577775,-0.08949057829759585,12
ab_alibabaBlock_272.cachesim,alibabaBlock_272,alibabaBlock,58.0,0.38177,0.695523,20.4,35.2,0.4169,LHD,0.6941,LRB-BMR,0.08426481170544493,-0.0020501368678864026,12
ab_alibabaBlock_273.cachesim,alibabaBlock_273,alibabaBlock,8.0,0.554819,0.67214,114.2,113.9,0.4955,ThreeLCache-BMR,0.6307,ThreeLCache-BMR,-0.1197154389505549,-0.06570477247502762,12
ab_alibabaBlock_274.cachesim,alibabaBlock_274,alibabaBlock,2.0,0.509478,0.595476,14.6,26.0,0.489,ARC,0.5951,ARC,-0.041877300613496926,-0.0006318265837675063,12
ab_alibabaBlock_275.cachesim,alibabaBlock_275,alibabaBlock,2048.0,0.796084,0.971794,661.1,614.2,0.8449,GDSF,0.9662,GDSF,0.0577772517457687,-0.005789691575243324,12
ab_alibabaBlock_276.cachesim,alibabaBlock_276,alibabaBlock,54.0,0.379407,0.563844,616.2,379.4,0.3016,LHD,0.4763,LHD,-0.2579807692307693,-0.18380012597102668,12
ab_alibabaBlock_277.cachesim,alibabaBlock_277,alibabaBlock,5.0,0.890051,0.897083,18770.4,16654.2,0.8678,LHD,0.9181,WTinyLFU-w0.01-SLRU,-0.02564070062226322,0.02289184184729339,12
ab_alibabaBlock_278.cachesim,alibabaBlock_278,alibabaBlock,34.0,0.360273,0.694973,48.7,37.2,0.352,GLCache,0.6727,GLCache,-0.023502840909090997,-0.03310985580496505,12
ab_alibabaBlock_279.cachesim,alibabaBlock_279,alibabaBlock,21.0,0.326267,0.617447,19.2,34.3,0.2972,LRB-BMR,0.598,LRB-BMR,-0.09780282637954224,-0.0325200668896321,12
ab_alibabaBlock_28.cachesim,alibabaBlock_28,alibabaBlock,359.0,0.760064,0.860085,488.5,466.7,0.7597,GLCache,0.8674,GLCache,-0.0004791365012503882,0.008433248789485774,12
ab_alibabaBlock_280.cachesim,alibabaBlock_280,alibabaBlock,20.0,0.444108,0.874096,9.7,18.1,0.4441,S3FIFO-0.1000-2,0.8585,LRB-BMR,-1.8013960819653232e-05,-0.018166569598136218,12
ab_alibabaBlock_281.cachesim,alibabaBlock_281,alibabaBlock,2.0,0.488747,0.773189,15.1,36.8,0.4865,LRB-BMR,0.5207,LRB-BMR,-0.004618705035971221,-0.4849030151718839,12
ab_alibabaBlock_282.cachesim,alibabaBlock_282,alibabaBlock,24.0,0.687928,0.852942,62.2,254.4,0.6887,GDSF,0.7767,GDSF,0.0011209525192391388,-0.09816145229818468,12
ab_alibabaBlock_283.cachesim,alibabaBlock_283,alibabaBlock,63.0,0.351274,0.64128,403.4,205.1,0.3092,LHD,0.6008,LHD,-0.13607373868046574,-0.06737683089214375,12
ab_alibabaBlock_284.cachesim,alibabaBlock_284,alibabaBlock,2.0,0.581387,0.899338,8.5,16.5,0.585,S3FIFO-0.1000-2,0.8974,S3FIFO-0.1000-2,0.006176068376068338,-0.002159572097169596,12
ab_alibabaBlock_285.cachesim,alibabaBlock_285,alibabaBlock,0.556640625,0.610443,0.754233,2.4,2.1,0.6078,ARC,0.7467,ARC,-0.004348469891411568,-0.010088388911209337,12
ab_alibabaBlock_286.cachesim,alibabaBlock_286,alibabaBlock,2.0,0.335171,0.540486,10.9,18.5,0.3212,ThreeLCache-BMR,0.518,ThreeLCache-BMR,-0.043496264009962676,-0.04340926640926642,12
ab_alibabaBlock_287.cachesim,alibabaBlock_287,alibabaBlock,3.0,0.637964,0.885729,54.6,208.4,0.6379,S3FIFO-0.1000-2,0.7187,S3FIFO-0.1000-2,-0.00010032920520450381,-0.23240434117155973,12
ab_alibabaBlock_288.cachesim,alibabaBlock_288,alibabaBlock,43.0,0.635983,0.712465,5.1,19.2,0.631,GDSF,0.6825,GDSF,-0.007896988906497558,-0.04390476190476193,12
ab_alibabaBlock_289.cachesim,alibabaBlock_289,alibabaBlock,12.0,0.362744,0.447504,251.5,79.5,0.2009,ThreeLCache-BMR,0.4208,ThreeLCache-BMR,-0.8055948232951718,-0.0634600760456274,12
ab_alibabaBlock_29.cachesim,alibabaBlock_29,alibabaBlock,945.0,0.805634,0.991333,516.0,617.1,0.8213,GLCache,0.9932,GLCache,0.019074637769390074,0.0018797825211437295,12
ab_alibabaBlock_290.cachesim,alibabaBlock_290,alibabaBlock,5.0,0.358767,0.817245,21.2,145.1,0.3118,ThreeLCache-BMR,0.5619,ThreeLCache-BMR,-0.1506318152661962,-0.4544313934863856,12
ab_alibabaBlock_291.cachesim,alibabaBlock_291,alibabaBlock,0.763671875,0.553751,0.738771,5.0,7.4,0.5542,GDSF,0.7378,GDSF,0.0008101768314688428,-0.0013160748170235079,12
ab_alibabaBlock_292.cachesim,alibabaBlock_292,alibabaBlock,0.3642578125,0.806544,0.940824,10.9,17.2,0.7942,S3FIFO-0.1000-2,0.8543,S3FIFO-0.1000-2,-0.01554268446235208,-0.10128058059229784,12
ab_alibabaBlock_293.cachesim,alibabaBlock_293,alibabaBlock,300.0,0.165037,0.342177,754.3,486.6,0.1509,GDSF,0.3329,GDSF,-0.09368455931080173,-0.027867227395614407,12
ab_alibabaBlock_294.cachesim,alibabaBlock_294,alibabaBlock,14.0,0.291603,0.603605,12.0,18.9,0.2801,ThreeLCache-BMR,0.6035,ThreeLCache-BMR,-0.04106747590146371,-0.00017398508699239556,12
ab_alibabaBlock_295.cachesim,alibabaBlock_295,alibabaBlock,16.0,0.223926,0.479477,206.5,109.3,0.2274,ThreeLCache-BMR,0.4533,ThreeLCache-BMR,0.015277044854881289,-0.057747628502095756,12
ab_alibabaBlock_296.cachesim,alibabaBlock_296,alibabaBlock,11.0,0.504951,0.734104,21.5,53.9,0.5035,LRB-BMR,0.6554,LRB-BMR,-0.0028818272095334483,-0.12008544400366189,12
ab_alibabaBlock_297.cachesim,alibabaBlock_297,alibabaBlock,0.056640625,0.998871,0.979911,0.1,0.1,0.98,S3FIFO-0.1000-2,0.9901,S3FIFO-0.1000-2,-0.019256122448979562,0.010290879709120295,12
ab_alibabaBlock_298.cachesim,alibabaBlock_298,alibabaBlock,1.0,0.479612,0.721998,9.2,17.8,0.4798,GDSF,0.7212,GDSF,0.0003918299291371853,-0.0011064891846922858,12
ab_alibabaBlock_299.cachesim,alibabaBlock_299,alibabaBlock,0.93359375,0.73875,0.83535,13.6,22.7,0.7497,Cacheus,0.8393,Cacheus,0.014605842336934793,0.004706302871440497,12
ab_alibabaBlock_3.cachesim,alibabaBlock_3,alibabaBlock,25.0,0.713524,0.870593,1080.4,373.2,0.6534,GDSF,0.8286,ThreeLCache-BMR,-0.0920171411080503,-0.05067945932898859,12
ab_alibabaBlock_30.cachesim,alibabaBlock_30,alibabaBlock,14.0,0.22,0.501882,202.2,142.3,0.2139,ThreeLCache-BMR,0.4775,ThreeLCache-BMR,-0.02851799906498361,-0.05106178010471219,12
ab_alibabaBlock_300.cachesim,alibabaBlock_300,alibabaBlock,0.09375,0.993059,0.96479,0.1,0.1,0.9853,S3FIFO-0.1000-2,0.9887,ARC,-0.007874758956663019,0.02418327096186911,12
ab_alibabaBlock_301.cachesim,alibabaBlock_301,alibabaBlock,3.0,0.18551,0.716829,2.6,4.0,0.1811,WTinyLFU-w0.01-SLRU,0.707,WTinyLFU-w0.01-SLRU,-0.024351187189398105,-0.013902404526167027,11
ab_alibabaBlock_302.cachesim,alibabaBlock_302,alibabaBlock,7.0,0.252231,0.703664,4.7,6.8,0.2602,GDSF,0.6967,LRB-BMR,0.030626441199077648,-0.009995693985933645,12
ab_alibabaBlock_303.cachesim,alibabaBlock_303,alibabaBlock,378.0,0.758247,0.866515,703.8,407.1,0.8007,S3FIFO-0.1000-2,0.8934,WTinyLFU-w0.01-SLRU,0.05301985762457845,0.030092903514663014,12
ab_alibabaBlock_304.cachesim,alibabaBlock_304,alibabaBlock,5.0,0.463528,0.726044,13.7,25.3,0.4574,GDSF,0.7086,ARC,-0.01339746392654137,-0.024617555743720033,12
ab_alibabaBlock_305.cachesim,alibabaBlock_305,alibabaBlock,11.0,0.266612,0.667843,12.4,16.0,0.2532,GDSF,0.667,ThreeLCache-BMR,-0.052969984202211835,-0.001263868065966907,12
ab_alibabaBlock_306.cachesim,alibabaBlock_306,alibabaBlock,0.517578125,0.727696,0.844617,4.4,4.1,0.7237,GDSF,0.8439,GDSF,-0.0055216249827276485,-0.0008496267330252017,12
ab_alibabaBlock_307.cachesim,alibabaBlock_307,alibabaBlock,0.85546875,0.459997,0.851903,0.6,0.9,0.4249,WTinyLFU-w0.01-SLRU,0.8369,WTinyLFU-w0.01-SLRU,-0.08260061190868437,-0.01792687298363005,12
ab_alibabaBlock_308.cachesim,alibabaBlock_308,alibabaBlock,2.0,0.638903,0.872785,12.5,20.7,0.6207,S3FIFO-0.1000-2,0.8536,S3FIFO-0.1000-2,-0.029326566779442512,-0.022475398313027188,12
ab_alibabaBlock_309.cachesim,alibabaBlock_309,alibabaBlock,2.0,0.726117,0.865827,13.7,31.9,0.7194,Cacheus,0.8581,S3FIFO-0.1000-2,-0.009336947456213473,-0.009004777997902388,12
ab_alibabaBlock_31.cachesim,alibabaBlock_31,alibabaBlock,5.0,0.365405,0.536134,19.2,19.8,0.3183,LRB-BMR,0.5366,ThreeLCache-BMR,-0.14798931825322006,0.0008684308609764564,12
ab_alibabaBlock_310.cachesim,alibabaBlock_310,alibabaBlock,21.0,0.339018,0.60754,28.3,35.1,0.2898,LRB-BMR,0.5903,LRB-BMR,-0.16983436853002065,-0.029205488734541624,12
ab_alibabaBlock_311.cachesim,alibabaBlock_311,alibabaBlock,12.0,0.248876,0.501002,180.9,98.2,0.2344,ThreeLCache-BMR,0.4785,ThreeLCache-BMR,-0.06175767918088732,-0.0470261233019853,12
ab_alibabaBlock_312.cachesim,alibabaBlock_312,alibabaBlock,0.2900390625,0.654994,0.813651,3.2,4.3,0.6559,GDSF,0.7399,GDSF,0.0013813081262388678,-0.09967698337613193,12
ab_alibabaBlock_313.cachesim,alibabaBlock_313,alibabaBlock,7.0,0.432327,0.848285,9.0,17.4,0.4226,GDSF,0.8229,ThreeLCache-BMR,-0.023017037387600667,-0.030848219710778942,12
ab_alibabaBlock_314.cachesim,alibabaBlock_314,alibabaBlock,2.0,0.322675,0.520155,12.2,21.6,0.3196,ThreeLCache-BMR,0.5063,ThreeLCache-BMR,-0.00962140175219022,-0.02736519849891381,12
ab_alibabaBlock_315.cachesim,alibabaBlock_315,alibabaBlock,0.984375,0.542693,0.706087,6.5,10.7,0.5441,ARC,0.6946,ARC,0.0025859217055689155,-0.01653757558306943,12
ab_alibabaBlock_316.cachesim,alibabaBlock_316,alibabaBlock,601.0,0.887041,0.988462,755.8,634.2,0.8965,GLCache,0.9937,GLCache,0.010551031790295588,0.005271208614269976,12
ab_alibabaBlock_317.cachesim,alibabaBlock_317,alibabaBlock,0.4140625,0.603083,0.717735,5.9,5.7,0.603,GDSF,0.7177,GDSF,-0.00013764510779445315,-4.876689424551658e-05,12
ab_alibabaBlock_318.cachesim,alibabaBlock_318,alibabaBlock,7.0,0.274389,0.463765,26.9,50.8,0.2587,ThreeLCache-BMR,0.415,ThreeLCache-BMR,-0.06064553536915349,-0.11750602409638555,12
ab_alibabaBlock_319.cachesim,alibabaBlock_319,alibabaBlock,15.0,0.318737,0.525361,14.5,25.3,0.3054,GDSF,0.4959,ThreeLCache-BMR,-0.0436705959397511,-0.05940915507158693,12
ab_alibabaBlock_32.cachesim,alibabaBlock_32,alibabaBlock,1024.0,0.249037,0.475525,1574.2,984.0,0.2412,GDSF,0.5103,GDSF,-0.03249170812603653,0.06814618851655889,12
ab_alibabaBlock_320.cachesim,alibabaBlock_320,alibabaBlock,2.0,0.585192,0.699461,12.6,17.1,0.5508,GDSF,0.7058,GDSF,-0.062440087145969665,0.008981297818078753,12
ab_alibabaBlock_321.cachesim,alibabaBlock_321,alibabaBlock,1.0,0.463771,0.677343,9.1,15.8,0.4639,GDSF,0.6767,GDSF,0.0002780771718042471,-0.0009501994975617855,12
ab_alibabaBlock_322.cachesim,alibabaBlock_322,alibabaBlock,4.0,0.543932,0.873787,19.1,47.2,0.5386,GDSF,0.8173,S3FIFO-0.1000-2,-0.009899740066839963,-0.06911415636853047,12
ab_alibabaBlock_323.cachesim,alibabaBlock_323,alibabaBlock,2.0,0.312503,0.75659,4.9,6.4,0.3099,WTinyLFU-w0.01-SLRU,0.7532,WTinyLFU-w0.01-SLRU,-0.008399483704420672,-0.004500796601168354,11
ab_alibabaBlock_324.cachesim,alibabaBlock_324,alibabaBlock,8.0,0.564718,0.689992,157.7,129.6,0.4938,ThreeLCache-BMR,0.6317,ThreeLCache-BMR,-0.14361684892669105,-0.09227798005382302,12
ab_alibabaBlock_325.cachesim,alibabaBlock_325,alibabaBlock,6.0,0.459595,0.75386,8.3,13.2,0.463,LHD,0.7532,Cacheus,0.0073542116630670555,-0.0008762612851832102,12
ab_alibabaBlock_326.cachesim,alibabaBlock_326,alibabaBlock,8.0,0.391939,0.661549,50.4,122.4,0.24,GDSF,0.3279,ThreeLCache-BMR,-0.6330791666666666,-1.0175327843854833,11
ab_alibabaBlock_327.cachesim,alibabaBlock_327,alibabaBlock,12.0,0.252922,0.4649,143.9,83.9,0.2372,ThreeLCache-BMR,0.4339,ThreeLCache-BMR,-0.06628161888701511,-0.07144503341783814,12
ab_alibabaBlock_328.cachesim,alibabaBlock_328,alibabaBlock,0.337890625,0.863661,0.940128,9.6,12.3,0.8033,S3FIFO-0.1000-2,0.8594,S3FIFO-0.1000-2,-0.07514129216979958,-0.09393530370025588,12
ab_alibabaBlock_329.cachesim,alibabaBlock_329,alibabaBlock,9.0,0.427889,0.712751,28.9,40.8,0.3409,ThreeLCache-BMR,0.6907,ThreeLCache-BMR,-0.2551745379876798,-0.031925582742145714,12
ab_alibabaBlock_33.cachesim,alibabaBlock_33,alibabaBlock,16.0,0.21639,0.522681,187.8,88.1,0.2117,ThreeLCache-BMR,0.501,ThreeLCache-BMR,-0.022153991497401982,-0.04327544910179631,12
ab_alibabaBlock_330.cachesim,alibabaBlock_330,alibabaBlock,0.349609375,0.705334,0.87869,3.6,12.9,0.705,GDSF,0.8319,Sieve,-0.0004737588652483071,-0.05624474095444164,12
ab_alibabaBlock_331.cachesim,alibabaBlock_331,alibabaBlock,13.0,0.48941,0.071986,22.1,62.1,0.4777,LRB-BMR,0.072,ThreeLCache-BMR,-0.024513292861628632,0.00019444444444444617,12
ab_alibabaBlock_332.cachesim,alibabaBlock_332,alibabaBlock,10.0,0.265803,0.508685,47.4,100.1,0.2343,ThreeLCache-BMR,0.4731,ThreeLCache-BMR,-0.13445582586427657,-0.07521665609807658,12
ab_alibabaBlock_333.cachesim,alibabaBlock_333,alibabaBlock,0.7900390625,0.202766,0.470585,3.2,2.9,0.2009,GDSF,0.4641,ARC,-0.009288203086112527,-0.013973281620340363,11
ab_alibabaBlock_334.cachesim,alibabaBlock_334,alibabaBlock,4.0,0.522135,0.869496,24.3,130.8,0.4917,ThreeLCache-BMR,0.7102,ThreeLCache-BMR,-0.06189749847467966,-0.2242973810194311,12
